Deck URL,Deck Title,Card Quantity,Card Code,id,pack_id,name,rarity,category,img_url,img_full_url,colors,cost,attributes,power,counter,types,effect,trigger
https://gumgum.gg/decklists/deck/west/op11/764a758b-bb14-4965-81cd-7cd90e9819ec,OP11  RY Belo Betty Decklist,3,OP05-011,OP05-011,569105,Bartholomew Kuma,Common,Character,../images/cardlist/card/OP05-011.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-011.png?250530,Red,2.0,Strike,2000.0,1000.0,"The Seven Warlords of the Sea, Revolutionary Army",[On Play] K.O. up to 1 of your opponent's Characters with 2000 power or less.,"[Trigger] If your Leader is multicolored, play this card."
https://gumgum.gg/decklists/deck/west/op11/764a758b-bb14-4965-81cd-7cd90e9819ec,OP11  RY Belo Betty Decklist,4,OP11-106,OP11-106,569111,Zeus,Rare,Character,../images/cardlist/card/OP11-106.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-106.png?250530,Yellow,2.0,Special,2000.0,2000.0,"Homies, Big Mom Pirates",[On Play] You may add 1 card from the top or bottom of your Life cards to your hand: K.O. up to 1 of your opponent's Characters with a cost of 5 or less.,
https://gumgum.gg/decklists/deck/west/op11/764a758b-bb14-4965-81cd-7cd90e9819ec,OP11  RY Belo Betty Decklist,4,OP05-006,OP05-006,569105,Koala,SuperRare,Character,../images/cardlist/card/OP05-006.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-006.png?250530,Red,2.0,Strike,3000.0,2000.0,Revolutionary Army,"[On Play] If your Leader has the {Revolutionary Army} type, give up to 1 of your opponent's Characters −3000 power during this turn.",
https://gumgum.gg/decklists/deck/west/op11/764a758b-bb14-4965-81cd-7cd90e9819ec,OP11  RY Belo Betty Decklist,4,OP05-003,OP05-003,569105,Inazuma,Uncommon,Character,../images/cardlist/card/OP05-003.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-003.png?250530,Red,3.0,Slash,4000.0,1000.0,Revolutionary Army,"If you have a Character with 7000 power or more other than this Character, this Character gains [Rush].<br>(This card can attack on the turn in which it is played.)",
https://gumgum.gg/decklists/deck/west/op11/764a758b-bb14-4965-81cd-7cd90e9819ec,OP11  RY Belo Betty Decklist,4,OP09-100,OP09-100,569109,Karasu,Uncommon,Character,../images/cardlist/card/OP09-100.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/OP09-100.png?250530,Yellow,3.0,Special,4000.0,1000.0,Revolutionary Army,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)","[Trigger] If your Leader has the {Revolutionary Army} type and you and your opponent have a total of 5 or less Life cards, play this card."
https://gumgum.gg/decklists/deck/west/op11/764a758b-bb14-4965-81cd-7cd90e9819ec,OP11  RY Belo Betty Decklist,4,OP05-004,OP05-004,569105,Emporio.Ivankov,Uncommon,Character,../images/cardlist/card/OP05-004.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-004.png?250530,Red,4.0,Special,5000.0,1000.0,Revolutionary Army,"[Activate: Main] [Once Per Turn] If this Character has 7000 power or more, play up to 1 {Revolutionary Army} type Character card with 5000 power or less other than [Emporio.Ivankov] from your hand.",
https://gumgum.gg/decklists/deck/west/op11/764a758b-bb14-4965-81cd-7cd90e9819ec,OP11  RY Belo Betty Decklist,4,OP05-005,OP05-005,569105,Karasu,Rare,Character,../images/cardlist/card/OP05-005.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-005.png?250530,Red,4.0,Special,5000.0,1000.0,Revolutionary Army,"[On Play] If your Leader has the {Revolutionary Army} type, give up to 1 of your opponent's Leader or Character cards −1000 power during this turn.<br>[When Attacking] If this Character has 7000 power or more, give up to 1 of your opponent's Leader or Character cards −1000 power during this turn.",
https://gumgum.gg/decklists/deck/west/op11/764a758b-bb14-4965-81cd-7cd90e9819ec,OP11  RY Belo Betty Decklist,4,OP05-017,OP05-017,569105,Lindbergh,Rare,Character,../images/cardlist/card/OP05-017.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-017.png?250530,Red,4.0,Special,5000.0,1000.0,"Minks, Revolutionary Army","[When Attacking] If this Character has 7000 power or more, K.O. up to 1 of your opponent's Characters with 3000 power or less.","[Trigger] You may trash 1 card from your hand: If your Leader is multicolored, play this card."
https://gumgum.gg/decklists/deck/west/op11/764a758b-bb14-4965-81cd-7cd90e9819ec,OP11  RY Belo Betty Decklist,4,OP09-108,OP09-108,569109,Bartholomew Kuma,Uncommon,Character,../images/cardlist/card/OP09-108.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/OP09-108.png?250530,Yellow,4.0,Strike,5000.0,2000.0,"The Seven Warlords of the Sea, Revolutionary Army",-,"[Trigger] If your Leader has the {Revolutionary Army} type and you and your opponent have a total of 5 or less Life cards, play this card."
https://gumgum.gg/decklists/deck/west/op11/764a758b-bb14-4965-81cd-7cd90e9819ec,OP11  RY Belo Betty Decklist,3,OP06-003,OP06-003,569106,Emporio.Ivankov,Uncommon,Character,../images/cardlist/card/OP06-003.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-003.png?250530,Red,5.0,Special,6000.0,,Revolutionary Army,"[On Play] Look at 3 cards from the top of your deck and play up to 1 {Revolutionary Army} type Character card with 5000 power or less. Then, place the rest at the bottom of your deck in any order.",
https://gumgum.gg/decklists/deck/west/op11/764a758b-bb14-4965-81cd-7cd90e9819ec,OP11  RY Belo Betty Decklist,3,OP09-103,OP09-103,569109,Koala,SuperRare,Character,../images/cardlist/card/OP09-103.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/OP09-103.png?250530,Yellow,6.0,Strike,6000.0,,Revolutionary Army,"[Blocker]<br>[On Play] You may add 1 card from the top or bottom of your Life cards to your hand: Play up to 1 {Revolutionary Army} type Character card with a cost of 4 or less from your hand. If you do, draw 1 card.",
https://gumgum.gg/decklists/deck/west/op11/764a758b-bb14-4965-81cd-7cd90e9819ec,OP11  RY Belo Betty Decklist,3,OP05-021,OP05-021,569105,Revolutionary Army HQ,Uncommon,Stage,../images/cardlist/card/OP05-021.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-021.png?250530,Red,1.0,,,,Revolutionary Army,"[Activate: Main] You may trash 1 card from your hand and rest this Stage: Look at 3 cards from the top of your deck; reveal up to 1 {Revolutionary Army} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",
https://gumgum.gg/decklists/deck/west/op11/850dbdef-9fd6-4e48-8539-8d0f864c7a9c,OP11  GP Monkey D. Luffy Decklist,1,EB02-010,EB02-010,569202,Monkey.D.Luffy,Leader,Leader,../images/cardlist/card/EB02-010.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-010.png?250530,"Green, Purple",4.0,Strike,5000.0,,Straw Hat Crew,"[Activate: Main] [Once Per Turn] DON!! −2: If the only Characters on your field are {Straw Hat Crew} type Characters, set up to 2 of your DON!! cards as active. Then, this Leader gains +1000 power until the end of your opponent's next turn.",
https://gumgum.gg/decklists/deck/west/op11/850dbdef-9fd6-4e48-8539-8d0f864c7a9c,OP11  GP Monkey D. Luffy Decklist,4,EB02-017,EB02-017,569202,Nami,Rare,Character,../images/cardlist/card/EB02-017.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-017.png?250530,Green,1.0,Wisdom,2000.0,1000.0,"East Blue, Straw Hat Crew","[On Play] Look at 5 cards from the top of your deck; reveal up to 1 {Straw Hat Crew} type card other than [Nami] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",
https://gumgum.gg/decklists/deck/west/op11/850dbdef-9fd6-4e48-8539-8d0f864c7a9c,OP11  GP Monkey D. Luffy Decklist,3,OP07-066,OP07-066,569107,Tony Tony.Chopper,Rare,Character,../images/cardlist/card/OP07-066.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/OP07-066.png?250530,Purple,2.0,Strike,,1000.0,"Animal, Foxy Pirates","[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)<br>[On Play] If the number of DON!! cards on your field is equal to or less than the number on your opponent's field, add up to 1 DON!! card from your DON!! deck and rest it.",
https://gumgum.gg/decklists/deck/west/op11/850dbdef-9fd6-4e48-8539-8d0f864c7a9c,OP11  GP Monkey D. Luffy Decklist,4,ST18-001,ST18-001,569018,Uso-Hachi,Common,Character,../images/cardlist/card/ST18-001.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/ST18-001.png?250530,Purple,3.0,Ranged,3000.0,2000.0,Straw Hat Crew,"[On Play] If you have 8 or more DON!! cards on your field, rest up to 1 of your opponent's Characters with a cost of 5 or less.",
https://gumgum.gg/decklists/deck/west/op11/850dbdef-9fd6-4e48-8539-8d0f864c7a9c,OP11  GP Monkey D. Luffy Decklist,3,OP05-067,OP05-067,569105,Zoro-Juurou,Rare,Character,../images/cardlist/card/OP05-067.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-067.png?250530,Purple,3.0,Slash,4000.0,1000.0,Straw Hat Crew,"[When Attacking] If you have 3 or less Life cards, add up to 1 DON!! card from your DON!! deck and set it as active.",
https://gumgum.gg/decklists/deck/west/op11/850dbdef-9fd6-4e48-8539-8d0f864c7a9c,OP11  GP Monkey D. Luffy Decklist,3,EB02-019,EB02-019,569202,Roronoa Zoro,Rare,Character,../images/cardlist/card/EB02-019.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-019.png?250530,Green,4.0,Slash,5000.0,1000.0,"East Blue, Straw Hat Crew","If your opponent has 2 or more Characters, this Character can attack Characters on the turn in which it is played.<br>[On Play] If your Leader has the {Straw Hat Crew} type, rest up to 1 of your opponent's Characters with a cost of 4 or less.",
https://gumgum.gg/decklists/deck/west/op11/850dbdef-9fd6-4e48-8539-8d0f864c7a9c,OP11  GP Monkey D. Luffy Decklist,4,ST18-004,ST18-004,569018,Zoro-Juurou,SuperRare,Character,../images/cardlist/card/ST18-004.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/ST18-004.png?250530,Purple,4.0,Slash,6000.0,,Straw Hat Crew,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 purple {Straw Hat Crew} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",
https://gumgum.gg/decklists/deck/west/op11/850dbdef-9fd6-4e48-8539-8d0f864c7a9c,OP11  GP Monkey D. Luffy Decklist,2,OP05-070,OP05-070,569105,Fra-Nosuke,Uncommon,Character,../images/cardlist/card/OP05-070.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-070.png?250530,Purple,5.0,Strike,4000.0,2000.0,Straw Hat Crew,"[DON!! x1] If you have 8 or more DON!! cards on your field, this Character gains [Rush].<br>(This card can attack on the turn in which it is played.)",
https://gumgum.gg/decklists/deck/west/op11/850dbdef-9fd6-4e48-8539-8d0f864c7a9c,OP11  GP Monkey D. Luffy Decklist,4,EB02-035,EB02-035,569202,Sanji &amp; Pudding,SuperRare,Character,../images/cardlist/card/EB02-035.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-035.png?250530,Purple,5.0,"Strike, Wisdom",7000.0,,"Big Mom Pirates, Straw Hat Crew","[Your Turn] [Once Per Turn] When 2 or more DON!! cards on your field are returned to your DON!! deck, add up to 1 DON!! card from your DON!! deck and set it as active.<br>[On Play] If the number of DON!! cards on your field is equal to or less than the number on your opponent's field, draw 1 card.",
https://gumgum.gg/decklists/deck/west/op11/850dbdef-9fd6-4e48-8539-8d0f864c7a9c,OP11  GP Monkey D. Luffy Decklist,4,OP07-064,OP07-064,569107,Sanji,SuperRare,Character,../images/cardlist/card/OP07-064.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/OP07-064.png?250530,Purple,6.0,Strike,6000.0,2000.0,Straw Hat Crew,"If the number of DON!! cards on your field is at least 2 less than the number on your opponent's field, give this card in your hand −3 cost.<br>[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",
https://gumgum.gg/decklists/deck/west/op11/850dbdef-9fd6-4e48-8539-8d0f864c7a9c,OP11  GP Monkey D. Luffy Decklist,3,EB02-061,EB02-061,569202,Monkey.D.Luffy,SecretRare,Character,../images/cardlist/card/EB02-061.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-061.png?250530,Purple,6.0,Strike,7000.0,,"Water Seven, Straw Hat Crew","If your Leader is multicolored and your opponent has 5 or more DON!! cards on their field, this Character gains [Rush].<br>[When Attacking] [Once Per Turn] You may return 2 of your active DON!! cards to your DON!! deck: Set this Character as active. Then, add 1 card from the top of your Life cards to your hand.",
https://gumgum.gg/decklists/deck/west/op11/850dbdef-9fd6-4e48-8539-8d0f864c7a9c,OP11  GP Monkey D. Luffy Decklist,2,ST18-005,ST18-005,569018,Luffy-Tarou,SuperRare,Character,../images/cardlist/card/ST18-005.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/ST18-005.png?250530,Purple,7.0,Strike,8000.0,,Straw Hat Crew,[On Play] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Play up to 1 purple {Straw Hat Crew} type Character card with a cost of 5 or less from your hand.,
https://gumgum.gg/decklists/deck/west/op11/850dbdef-9fd6-4e48-8539-8d0f864c7a9c,OP11  GP Monkey D. Luffy Decklist,4,OP05-076,OP05-076,569105,When You're at Sea You Fight against Pirates!!,Rare,Event,../images/cardlist/card/OP05-076.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-076.png?250530,Purple,1.0,,,,Land of Wano,"[Main] Look at 3 cards from the top of your deck; reveal up to 1 {Straw Hat Crew}, {Kid Pirates}, or {Heart Pirates} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",[Trigger] Activate this card's [Main] effect.
https://gumgum.gg/decklists/deck/west/op11/850dbdef-9fd6-4e48-8539-8d0f864c7a9c,OP11  GP Monkey D. Luffy Decklist,4,OP09-078,OP09-078,569109,Gum-Gum Giant,Rare,Event,../images/cardlist/card/OP09-078.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/OP09-078.png?250530,Purple,1.0,,,,"The Four Emperors, Straw Hat Crew","[Counter] DON!! −2, You may trash 1 card from your hand: If your Leader has the {Straw Hat Crew} type, up to 1 of your Leader or Character cards gains +4000 power during this battle. Then, draw 2 cards.",
https://gumgum.gg/decklists/deck/west/op11/850dbdef-9fd6-4e48-8539-8d0f864c7a9c,OP11  GP Monkey D. Luffy Decklist,2,OP08-036,OP08-036,569108,Electrical Luna,Rare,Event,../images/cardlist/card/OP08-036.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/OP08-036.png?250530,Green,3.0,,,,Minks,[Main] All of your opponent's rested Characters with a cost of 7 or less will not become active in your opponent's next Refresh Phase.,[Trigger] Rest up to 1 of your opponent's Characters.
https://gumgum.gg/decklists/deck/west/op11/850dbdef-9fd6-4e48-8539-8d0f864c7a9c,OP11  GP Monkey D. Luffy Decklist,4,EB02-041,EB02-041,569202,Merry Go,Rare,Stage,../images/cardlist/card/EB02-041.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-041.png?250530,Purple,1.0,,,,Straw Hat Crew,"[On Play] If your Leader has the {Straw Hat Crew} type, draw 1 card.<br>[Activate: Main] You may rest this Stage: If the number of DON!! cards on your field is equal to or less than the number on your opponent's field, up to 1 of your {Straw Hat Crew} type Characters gains +2 cost until the end of your opponent's next turn.",
https://gumgum.gg/decklists/deck/west/op11/5d08be5e-232a-4f5b-b52c-306b9616c4a4,OP11  Sanji Decklist,1,PRB01-001,PRB01-001,569301,Sanji,Leader,Leader,../images/cardlist/card/PRB01-001.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/PRB01-001.png?250530,Red,5.0,Strike,5000.0,,Straw Hat Crew,[Activate: Main] [Once Per Turn] Up to 1 of your Characters without an [On Play] effect and with a cost of 8 or less gains [Rush] during this turn.<br>(This card can attack on the turn in which it is played.),
https://gumgum.gg/decklists/deck/west/op11/5d08be5e-232a-4f5b-b52c-306b9616c4a4,OP11  Sanji Decklist,4,OP01-006,OP01-006,569101,Otama,Uncommon,Character,../images/cardlist/card/OP01-006.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-006.png?250530,Red,1.0,Special,,2000.0,Land of Wano,[On Play] Give up to 1 of your opponent's Characters −2000 power during this turn.,
https://gumgum.gg/decklists/deck/west/op11/5d08be5e-232a-4f5b-b52c-306b9616c4a4,OP11  Sanji Decklist,4,ST01-007,ST01-007,569001,Nami,Common,Character,../images/cardlist/card/ST01-007.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/ST01-007.png?250530,Red,1.0,Special,1000.0,1000.0,Straw Hat Crew,[Activate: Main] [Once Per Turn] Give up to 1 rested DON!! card to your Leader or 1 of your Characters.,
https://gumgum.gg/decklists/deck/west/op11/5d08be5e-232a-4f5b-b52c-306b9616c4a4,OP11  Sanji Decklist,2,OP01-013,OP01-013,569101,Sanji,Rare,Character,../images/cardlist/card/OP01-013.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-013.png?250530,Red,2.0,Strike,3000.0,2000.0,Straw Hat Crew,"[Activate: Main] [Once Per Turn] You may add 1 card from your Life area to your hand: This Character gains +2000 power during this turn. Then, give this Character up to 2 rested DON!! cards.",
https://gumgum.gg/decklists/deck/west/op11/5d08be5e-232a-4f5b-b52c-306b9616c4a4,OP11  Sanji Decklist,2,ST21-003,ST21-003,569021,Sanji,Common,Character,../images/cardlist/card/ST21-003.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/ST21-003.png?250530,Red,2.0,Strike,3000.0,2000.0,Straw Hat Crew,"[On Play] Select up to 1 of your {Straw Hat Crew} type Characters with 6000 power or more. If the selected Character attacks during this turn, your opponent cannot activate [Blocker].",
https://gumgum.gg/decklists/deck/west/op11/5d08be5e-232a-4f5b-b52c-306b9616c4a4,OP11  Sanji Decklist,4,OP10-005,OP10-005,569110,Sanji,SuperRare,Character,../images/cardlist/card/OP10-005.png?250530,https://en.onepiece-cardgame.com/images/cardlist/card/OP10-005.png?250530,Red,3.0,Special,3000.0,1000.0,"Punk Hazard, Straw Hat Crew",[Your Turn] This Character gains +3000 power.<br>[On K.O.] Draw 1 card.,
